Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR
EPL_2013,17/08/13,34,14,0.0,1.0,2.0,20.0,5.0,3.0,1.0,6.0,1.0,0.0,3.0,0.0,0.0
EPL_2013,17/08/13,35,23,1.0,4.0,2.0,17.0,15.0,6.0,7.0,7.0,4.0,1.0,3.0,0.0,0.0
EPL_2013,17/08/13,38,32,0.0,1.0,2.0,11.0,7.0,1.0,2.0,4.0,8.0,4.0,0.0,0.0,0.0
EPL_2013,17/08/13,39,10,2.0,0.0,0.0,18.0,12.0,4.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0
EPL_2013,18/08/13,11,16,2.0,0.0,0.0,22.0,7.0,5.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0
EPL_2013,18/08/13,12,36,0.0,1.0,2.0,5.0,17.0,3.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0
EPL_2013,19/08/13,22,25,4.0,0.0,0.0,20.0,5.0,11.0,1.0,8.0,1.0,2.0,3.0,0.0,1.0
EPL_2013,21/08/13,11,1,2.0,1.0,0.0,15.0,7.0,3.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0
EPL_2013,24/08/13,1,20,0.0,1.0,2.0,17.0,5.0,3.0,1.0,8.0,2.0,3.0,3.0,0.0,0.0
EPL_2013,24/08/13,13,38,0.0,0.0,1.0,22.0,7.0,8.0,2.0,11.0,1.0,1.0,1.0,0.0,0.0
EPL_2013,24/08/13,14,0,1.0,3.0,2.0,16.0,18.0,7.0,7.0,1.0,8.0,2.0,2.0,0.0,0.0
EPL_2013,24/08/13,16,26,1.0,0.0,0.0,6.0,13.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,0.0
EPL_2013,24/08/13,25,39,0.0,0.0,1.0,16.0,6.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0
EPL_2013,24/08/13,32,34,1.0,1.0,1.0,17.0,8.0,6.0,3.0,5.0,2.0,2.0,2.0,0.0,0.0
EPL_2013,24/08/13,33,12,2.0,1.0,0.0,14.0,14.0,5.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0
EPL_2013,25/08/13,10,22,3.0,2.0,0.0,9.0,16.0,6.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0
EPL_2013,25/08/13,36,35,1.0,0.0,0.0,19.0,7.0,5.0,5.0,8.0,3.0,1.0,4.0,0.0,0.0
EPL_2013,26/08/13,23,11,0.0,0.0,1.0,13.0,8.0,3.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0
EPL_2013,31/08/13,10,13,0.0,0.0,1.0,4.0,13.0,1.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0
EPL_2013,31/08/13,12,34,3.0,1.0,0.0,17.0,10.0,6.0,2.0,6.0,6.0,1.0,0.0,0.0,1.0
EPL_2013,31/08/13,22,16,2.0,0.0,0.0,12.0,7.0,6.0,2.0,7.0,4.0,2.0,3.0,0.0,0.0
EPL_2013,31/08/13,25,14,1.0,0.0,0.0,24.0,3.0,9.0,2.0,13.0,2.0,2.0,2.0,0.0,0.0
EPL_2013,31/08/13,26,32,1.0,0.0,0.0,15.0,11.0,4.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0
EPL_2013,31/08/13,39,33,0.0,1.0,2.0,9.0,15.0,0.0,5.0,3.0,4.0,2.0,1.0,0.0,0.0
EPL_2013,01/09/13,0,36,1.0,0.0,0.0,12.0,14.0,5.0,4.0,3.0,6.0,2.0,2.0,0.0,0.0
EPL_2013,01/09/13,20,23,1.0,0.0,0.0,10.0,10.0,5.0,4.0,2.0,7.0,2.0,4.0,0.0,0.0
EPL_2013,01/09/13,38,35,0.0,2.0,2.0,10.0,12.0,1.0,4.0,2.0,3.0,4.0,3.0,0.0,0.0
EPL_2013,14/09/13,1,25,1.0,2.0,2.0,10.0,17.0,1.0,8.0,4.0,2.0,1.0,4.0,0.0,0.0
EPL_2013,14/09/13,13,11,1.0,0.0,0.0,11.0,22.0,5.0,5.0,5.0,7.0,0.0,4.0,0.0,0.0
EPL_2013,14/09/13,14,38,1.0,1.0,1.0,12.0,12.0,2.0,4.0,4.0,5.0,0.0,1.0,0.0,0.0
EPL_2013,14/09/13,16,10,1.0,1.0,1.0,18.0,10.0,5.0,2.0,6.0,2.0,1.0,2.0,0.0,0.0
EPL_2013,14/09/13,23,12,2.0,0.0,0.0,19.0,4.0,7.0,0.0,10.0,1.0,1.0,2.0,0.0,1.0
EPL_2013,14/09/13,33,22,0.0,0.0,1.0,11.0,10.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0
EPL_2013,14/09/13,34,0,1.0,3.0,2.0,17.0,14.0,2.0,6.0,6.0,7.0,1.0,2.0,0.0,0.0
EPL_2013,14/09/13,36,26,2.0,0.0,0.0,23.0,4.0,7.0,1.0,8.0,1.0,1.0,3.0,0.0,0.0
EPL_2013,15/09/13,32,39,0.0,0.0,1.0,15.0,6.0,5.0,1.0,10.0,4.0,1.0,3.0,0.0,0.0
EPL_2013,16/09/13,35,20,2.0,2.0,1.0,17.0,12.0,8.0,5.0,3.0,7.0,2.0,3.0,0.0,0.0
EPL_2013,21/09/13,11,14,2.0,0.0,0.0,26.0,4.0,10.0,1.0,13.0,3.0,0.0,0.0,0.0,0.0
EPL_2013,21/09/13,20,32,0.0,1.0,2.0,10.0,12.0,5.0,7.0,6.0,6.0,0.0,1.0,0.0,0.0
EPL_2013,21/09/13,25,16,2.0,3.0,2.0,15.0,12.0,2.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0
EPL_2013,21/09/13,26,1,0.0,1.0,2.0,12.0,16.0,1.0,4.0,7.0,4.0,1.0,0.0,0.0,0.0
EPL_2013,21/09/13,38,34,3.0,0.0,0.0,13.0,7.0,4.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0
EPL_2013,21/09/13,39,13,2.0,3.0,2.0,9.0,10.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,0.0
EPL_2013,22/09/13,0,33,3.0,1.0,0.0,16.0,9.0,8.0,3.0,6.0,7.0,0.0,2.0,0.0,0.0
EPL_2013,22/09/13,10,36,0.0,1.0,2.0,6.0,29.0,0.0,12.0,2.0,12.0,1.0,4.0,0.0,0.0
EPL_2013,22/09/13,12,35,0.0,2.0,2.0,9.0,15.0,1.0,7.0,6.0,7.0,2.0,2.0,0.0,0.0
EPL_2013,22/09/13,22,23,4.0,1.0,0.0,18.0,14.0,5.0,3.0,8.0,4.0,1.0,2.0,0.0,0.0
EPL_2013,28/09/13,1,22,3.0,2.0,0.0,8.0,20.0,4.0,7.0,2.0,13.0,1.0,1.0,0.0,0.0
EPL_2013,28/09/13,14,10,1.0,2.0,2.0,9.0,22.0,5.0,4.0,11.0,10.0,1.0,1.0,0.0,0.0
EPL_2013,28/09/13,16,39,1.0,0.0,0.0,9.0,18.0,2.0,5.0,6.0,6.0,1.0,2.0,0.0,0.0
EPL_2013,28/09/13,23,38,1.0,2.0,2.0,14.0,12.0,6.0,4.0,5.0,8.0,3.0,2.0,0.0,0.0
EPL_2013,28/09/13,32,12,2.0,0.0,0.0,12.0,8.0,3.0,0.0,8.0,2.0,1.0,2.0,0.0,0.0
EPL_2013,28/09/13,35,0,1.0,2.0,2.0,10.0,10.0,3.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0
EPL_2013,28/09/13,36,11,1.0,1.0,1.0,12.0,11.0,4.0,5.0,4.0,5.0,5.0,1.0,0.0,1.0
EPL_2013,29/09/13,33,26,0.0,1.0,2.0,8.0,8.0,1.0,3.0,7.0,3.0,2.0,1.0,0.0,0.0
EPL_2013,29/09/13,34,20,1.0,3.0,2.0,23.0,15.0,5.0,6.0,10.0,8.0,2.0,1.0,0.0,0.0
EPL_2013,30/09/13,13,25,3.0,2.0,0.0,18.0,15.0,7.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0
EPL_2013,05/10/13,10,25,1.0,2.0,2.0,8.0,20.0,2.0,10.0,3.0,3.0,1.0,0.0,0.0,0.0
EPL_2013,05/10/13,14,33,1.0,0.0,0.0,9.0,16.0,2.0,3.0,7.0,5.0,3.0,2.0,0.0,0.0
EPL_2013,05/10/13,16,1,0.0,0.0,1.0,6.0,18.0,1.0,4.0,7.0,7.0,2.0,1.0,0.0,0.0
EPL_2013,05/10/13,20,12,3.0,1.0,0.0,13.0,11.0,7.0,2.0,11.0,3.0,2.0,1.0,0.0,0.0
EPL_2013,05/10/13,22,13,3.0,1.0,0.0,12.0,6.0,6.0,4.0,8.0,1.0,5.0,4.0,0.0,0.0
EPL_2013,05/10/13,34,23,1.0,2.0,2.0,6.0,13.0,2.0,6.0,4.0,4.0,2.0,4.0,0.0,0.0
EPL_2013,06/10/13,26,11,1.0,3.0,2.0,14.0,22.0,3.0,8.0,4.0,6.0,1.0,1.0,0.0,0.0
EPL_2013,06/10/13,32,35,2.0,0.0,0.0,12.0,17.0,4.0,7.0,7.0,4.0,3.0,1.0,0.0,0.0
EPL_2013,06/10/13,36,39,0.0,3.0,2.0,14.0,16.0,4.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0
EPL_2013,06/10/13,38,0,1.0,1.0,1.0,12.0,14.0,4.0,5.0,6.0,2.0,1.0,2.0,0.0,0.0
EPL_2013,19/10/13,0,26,4.0,1.0,0.0,20.0,12.0,11.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0
EPL_2013,19/10/13,11,10,4.0,1.0,0.0,20.0,13.0,7.0,3.0,6.0,9.0,1.0,2.0,0.0,0.0
EPL_2013,19/10/13,13,16,2.0,1.0,0.0,14.0,9.0,6.0,1.0,5.0,7.0,3.0,1.0,0.0,0.0
EPL_2013,19/10/13,23,32,1.0,1.0,1.0,12.0,18.0,5.0,7.0,4.0,4.0,2.0,3.0,0.0,0.0
EPL_2013,19/10/13,25,20,2.0,2.0,1.0,14.0,23.0,4.0,7.0,3.0,13.0,2.0,3.0,1.0,0.0
EPL_2013,19/10/13,33,38,0.0,0.0,1.0,9.0,12.0,3.0,5.0,6.0,6.0,1.0,0.0,0.0,0.0
EPL_2013,19/10/13,35,34,4.0,0.0,0.0,14.0,6.0,6.0,1.0,7.0,2.0,1.0,2.0,0.0,0.0
EPL_2013,19/10/13,39,22,1.0,3.0,2.0,11.0,16.0,2.0,9.0,5.0,5.0,1.0,2.0,0.0,0.0
EPL_2013,20/10/13,1,36,0.0,2.0,2.0,15.0,13.0,2.0,6.0,4.0,7.0,3.0,4.0,0.0,0.0
EPL_2013,21/10/13,12,14,1.0,4.0,2.0,14.0,9.0,4.0,6.0,5.0,7.0,0.0,1.0,0.0,0.0
EPL_2013,26/10/13,1,13,0.0,2.0,2.0,14.0,15.0,3.0,4.0,8.0,6.0,0.0,2.0,0.0,0.0
EPL_2013,26/10/13,12,0,0.0,2.0,2.0,13.0,10.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0
EPL_2013,26/10/13,20,38,4.0,1.0,0.0,18.0,15.0,7.0,3.0,3.0,9.0,0.0,2.0,0.0,0.0
EPL_2013,26/10/13,23,33,3.0,2.0,0.0,19.0,10.0,5.0,5.0,12.0,2.0,2.0,6.0,0.0,0.0
EPL_2013,26/10/13,26,10,0.0,0.0,1.0,31.0,6.0,10.0,4.0,13.0,2.0,1.0,1.0,0.0,0.0
EPL_2013,26/10/13,32,14,2.0,0.0,0.0,20.0,1.0,6.0,0.0,10.0,3.0,0.0,2.0,0.0,0.0
EPL_2013,27/10/13,11,22,2.0,1.0,0.0,12.0,15.0,4.0,6.0,3.0,6.0,2.0,3.0,0.0,0.0
EPL_2013,27/10/13,34,25,2.0,1.0,0.0,8.0,16.0,4.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0
EPL_2013,27/10/13,35,39,0.0,0.0,1.0,10.0,15.0,5.0,4.0,9.0,6.0,1.0,3.0,0.0,0.0
EPL_2013,27/10/13,36,16,1.0,0.0,0.0,15.0,10.0,6.0,4.0,6.0,4.0,3.0,3.0,0.0,0.0
EPL_2013,02/11/13,0,20,2.0,0.0,0.0,12.0,12.0,7.0,4.0,3.0,5.0,2.0,1.0,0.0,0.0
EPL_2013,02/11/13,14,23,1.0,3.0,2.0,15.0,10.0,6.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0
EPL_2013,02/11/13,16,34,1.0,0.0,0.0,25.0,9.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,2.0
EPL_2013,02/11/13,22,26,7.0,0.0,0.0,27.0,7.0,9.0,1.0,10.0,3.0,1.0,1.0,0.0,0.0
EPL_2013,02/11/13,25,11,2.0,0.0,0.0,15.0,13.0,8.0,2.0,3.0,8.0,2.0,2.0,0.0,0.0
EPL_2013,02/11/13,33,32,1.0,1.0,1.0,9.0,10.0,3.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0
EPL_2013,02/11/13,38,12,2.0,0.0,0.0,9.0,12.0,4.0,4.0,10.0,3.0,0.0,1.0,0.0,0.0
EPL_2013,02/11/13,39,1,0.0,0.0,1.0,17.0,8.0,4.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0
EPL_2013,03/11/13,10,35,1.0,0.0,0.0,9.0,10.0,3.0,3.0,6.0,3.0,1.0,1.0,0.0,1.0
EPL_2013,03/11/13,13,36,0.0,0.0,1.0,8.0,16.0,1.0,6.0,7.0,4.0,4.0,1.0,0.0,0.0
EPL_2013,09/11/13,1,10,2.0,0.0,0.0,17.0,8.0,6.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0
EPL_2013,09/11/13,11,38,2.0,2.0,1.0,17.0,11.0,7.0,3.0,9.0,4.0,3.0,7.0,0.0,0.0
EPL_2013,09/11/13,12,13,0.0,0.0,1.0,9.0,15.0,2.0,2.0,4.0,7.0,1.0,0.0,0.0,0.0
EPL_2013,09/11/13,20,14,4.0,0.0,0.0,32.0,4.0,10.0,1.0,9.0,3.0,0.0,1.0,0.0,0.0
EPL_2013,09/11/13,26,39,3.0,1.0,0.0,15.0,12.0,6.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0
EPL_2013,09/11/13,32,16,4.0,1.0,0.0,15.0,10.0,7.0,2.0,6.0,5.0,1.0,2.0,0.0,0.0
EPL_2013,10/11/13,23,0,1.0,0.0,0.0,5.0,10.0,2.0,2.0,5.0,6.0,2.0,3.0,0.0,0.0
EPL_2013,10/11/13,34,22,1.0,0.0,0.0,5.0,24.0,2.0,4.0,0.0,14.0,0.0,1.0,0.0,0.0
EPL_2013,10/11/13,35,33,3.0,3.0,1.0,17.0,6.0,6.0,3.0,14.0,3.0,5.0,3.0,0.0,0.0
EPL_2013,10/11/13,36,25,0.0,1.0,2.0,31.0,8.0,14.0,4.0,11.0,4.0,1.0,2.0,0.0,0.0
EPL_2013,23/11/13,0,32,2.0,0.0,0.0,9.0,10.0,4.0,4.0,5.0,6.0,0.0,3.0,0.0,0.0
EPL_2013,23/11/13,13,20,3.0,3.0,1.0,18.0,11.0,12.0,5.0,6.0,7.0,4.0,3.0,0.0,0.0
EPL_2013,23/11/13,14,35,1.0,2.0,2.0,9.0,21.0,3.0,5.0,8.0,8.0,3.0,1.0,0.0,0.0
EPL_2013,23/11/13,16,12,0.0,1.0,2.0,15.0,9.0,2.0,2.0,11.0,4.0,2.0,1.0,0.0,1.0
EPL_2013,23/11/13,25,26,2.0,1.0,0.0,21.0,10.0,5.0,2.0,6.0,5.0,0.0,1.0,0.0,0.0
EPL_2013,23/11/13,33,34,2.0,0.0,0.0,17.0,11.0,5.0,3.0,3.0,7.0,2.0,1.0,0.0,1.0
EPL_2013,23/11/13,39,11,0.0,3.0,2.0,8.0,20.0,1.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0
EPL_2013,24/11/13,10,23,2.0,2.0,1.0,14.0,16.0,4.0,5.0,2.0,8.0,4.0,2.0,0.0,0.0
EPL_2013,24/11/13,22,36,6.0,0.0,0.0,15.0,13.0,10.0,5.0,4.0,7.0,1.0,3.0,0.0,0.0
EPL_2013,25/11/13,38,1,2.0,2.0,1.0,11.0,15.0,4.0,7.0,4.0,2.0,1.0,2.0,0.0,0.0
EPL_2013,30/11/13,1,34,0.0,0.0,1.0,13.0,7.0,4.0,1.0,7.0,6.0,2.0,1.0,0.0,0.0
EPL_2013,30/11/13,10,0,0.0,3.0,2.0,10.0,15.0,4.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0
EPL_2013,30/11/13,13,33,4.0,0.0,0.0,22.0,4.0,12.0,3.0,9.0,3.0,0.0,3.0,0.0,0.0
EPL_2013,30/11/13,25,38,2.0,1.0,0.0,14.0,14.0,6.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0
EPL_2013,30/11/13,26,12,1.0,0.0,0.0,10.0,13.0,3.0,3.0,5.0,4.0,1.0,2.0,0.0,0.0
EPL_2013,30/11/13,39,14,3.0,0.0,0.0,23.0,10.0,12.0,0.0,6.0,3.0,3.0,2.0,0.0,0.0
EPL_2013,01/12/13,11,32,3.0,1.0,0.0,16.0,9.0,7.0,1.0,8.0,4.0,1.0,4.0,0.0,0.0
EPL_2013,01/12/13,16,20,3.0,1.0,0.0,12.0,9.0,4.0,4.0,2.0,6.0,2.0,0.0,0.0,0.0
EPL_2013,01/12/13,22,35,3.0,0.0,0.0,22.0,9.0,7.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0
EPL_2013,01/12/13,36,23,2.0,2.0,1.0,10.0,8.0,4.0,3.0,7.0,7.0,1.0,3.0,0.0,0.0
EPL_2013,03/12/13,12,39,1.0,0.0,0.0,10.0,11.0,5.0,2.0,3.0,4.0,1.0,2.0,0.0,0.0
EPL_2013,04/12/13,0,16,2.0,0.0,0.0,20.0,7.0,7.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0
EPL_2013,04/12/13,14,36,1.0,2.0,2.0,16.0,18.0,6.0,5.0,9.0,7.0,2.0,1.0,0.0,0.0
EPL_2013,04/12/13,20,26,5.0,1.0,0.0,28.0,14.0,12.0,5.0,4.0,0.0,3.0,1.0,0.0,0.0
EPL_2013,04/12/13,23,13,0.0,1.0,2.0,18.0,15.0,6.0,4.0,7.0,4.0,2.0,0.0,0.0,0.0
EPL_2013,04/12/13,32,1,2.0,3.0,2.0,21.0,6.0,9.0,3.0,8.0,2.0,3.0,2.0,0.0,0.0
EPL_2013,04/12/13,33,10,0.0,0.0,1.0,17.0,14.0,2.0,3.0,2.0,5.0,2.0,2.0,0.0,0.0
EPL_2013,04/12/13,34,11,3.0,4.0,2.0,12.0,19.0,3.0,5.0,6.0,5.0,4.0,3.0,0.0,0.0
EPL_2013,04/12/13,35,25,3.0,0.0,0.0,13.0,14.0,5.0,3.0,5.0,1.0,0.0,2.0,0.0,0.0
EPL_2013,04/12/13,38,22,2.0,3.0,2.0,12.0,15.0,1.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0
EPL_2013,07/12/13,12,10,2.0,0.0,0.0,19.0,10.0,5.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0
EPL_2013,07/12/13,20,39,4.0,1.0,0.0,32.0,8.0,9.0,1.0,8.0,4.0,0.0,3.0,0.0,1.0
EPL_2013,07/12/13,23,25,0.0,1.0,2.0,8.0,9.0,4.0,3.0,4.0,4.0,0.0,2.0,0.0,0.0
EPL_2013,07/12/13,32,22,1.0,1.0,1.0,15.0,13.0,4.0,3.0,5.0,4.0,0.0,2.0,0.0,0.0
EPL_2013,07/12/13,33,11,3.0,2.0,0.0,9.0,15.0,3.0,6.0,5.0,2.0,4.0,1.0,0.0,0.0
EPL_2013,07/12/13,34,36,1.0,2.0,2.0,11.0,22.0,4.0,5.0,4.0,10.0,2.0,0.0,0.0,0.0
EPL_2013,07/12/13,38,26,0.0,2.0,2.0,26.0,8.0,12.0,3.0,10.0,3.0,1.0,3.0,0.0,0.0
EPL_2013,08/12/13,0,13,1.0,1.0,1.0,11.0,12.0,5.0,4.0,3.0,2.0,0.0,4.0,0.0,0.0
EPL_2013,08/12/13,14,1,2.0,0.0,0.0,22.0,10.0,10.0,2.0,4.0,7.0,0.0,2.0,0.0,0.0
EPL_2013,09/12/13,35,16,1.0,1.0,1.0,11.0,9.0,2.0,2.0,12.0,1.0,3.0,3.0,0.0,0.0
EPL_2013,14/12/13,10,38,1.0,0.0,0.0,11.0,12.0,3.0,2.0,8.0,6.0,2.0,1.0,0.0,0.0
EPL_2013,14/12/13,11,12,2.0,1.0,0.0,16.0,10.0,7.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0
EPL_2013,14/12/13,13,14,4.0,1.0,0.0,22.0,16.0,7.0,3.0,12.0,2.0,1.0,2.0,0.0,0.0
EPL_2013,14/12/13,16,33,0.0,0.0,1.0,13.0,11.0,4.0,2.0,7.0,5.0,1.0,0.0,0.0,0.0
EPL_2013,14/12/13,22,0,6.0,3.0,0.0,22.0,12.0,7.0,6.0,8.0,8.0,2.0,1.0,0.0,0.0
EPL_2013,14/12/13,25,32,1.0,1.0,1.0,16.0,8.0,5.0,3.0,11.0,3.0,1.0,2.0,0.0,0.0
EPL_2013,14/12/13,39,34,0.0,0.0,1.0,11.0,19.0,2.0,6.0,2.0,9.0,1.0,0.0,0.0,0.0
EPL_2013,15/12/13,1,23,0.0,3.0,2.0,17.0,14.0,6.0,5.0,3.0,4.0,4.0,2.0,0.0,0.0
EPL_2013,15/12/13,26,35,1.0,1.0,1.0,16.0,10.0,3.0,2.0,8.0,5.0,0.0,3.0,0.0,0.0
EPL_2013,15/12/13,36,20,0.0,5.0,2.0,9.0,21.0,0.0,10.0,2.0,9.0,3.0,0.0,1.0,0.0
EPL_2013,21/12/13,12,25,0.0,3.0,2.0,9.0,13.0,4.0,6.0,3.0,7.0,1.0,2.0,0.0,0.0
EPL_2013,21/12/13,14,22,2.0,4.0,2.0,12.0,17.0,5.0,10.0,4.0,4.0,1.0,1.0,0.0,0.0
EPL_2013,21/12/13,20,10,3.0,1.0,0.0,27.0,10.0,7.0,3.0,9.0,5.0,2.0,0.0,0.0,0.0
EPL_2013,21/12/13,23,39,3.0,1.0,0.0,21.0,4.0,8.0,1.0,8.0,2.0,1.0,4.0,0.0,0.0
EPL_2013,21/12/13,33,1,2.0,1.0,0.0,12.0,14.0,2.0,4.0,6.0,7.0,1.0,5.0,0.0,0.0
EPL_2013,21/12/13,34,26,0.0,0.0,1.0,18.0,14.0,4.0,5.0,6.0,7.0,2.0,1.0,1.0,0.0
EPL_2013,21/12/13,38,16,1.0,1.0,1.0,14.0,6.0,3.0,3.0,9.0,2.0,2.0,1.0,0.0,0.0
EPL_2013,22/12/13,32,36,2.0,3.0,2.0,12.0,13.0,5.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0
EPL_2013,22/12/13,35,13,1.0,2.0,2.0,13.0,14.0,3.0,6.0,4.0,8.0,1.0,0.0,0.0,0.0
EPL_2013,23/12/13,0,11,0.0,0.0,1.0,7.0,13.0,2.0,4.0,8.0,6.0,2.0,1.0,0.0,0.0
EPL_2013,26/12/13,1,12,0.0,1.0,2.0,10.0,12.0,4.0,7.0,7.0,5.0,2.0,2.0,0.0,0.0
EPL_2013,26/12/13,10,32,0.0,3.0,2.0,9.0,11.0,0.0,6.0,6.0,3.0,1.0,2.0,0.0,0.0
EPL_2013,26/12/13,11,35,1.0,0.0,0.0,19.0,8.0,7.0,1.0,13.0,7.0,1.0,0.0,0.0,0.0
EPL_2013,26/12/13,13,34,0.0,1.0,2.0,26.0,13.0,9.0,6.0,11.0,2.0,1.0,0.0,1.0,0.0
EPL_2013,26/12/13,16,23,2.0,3.0,2.0,17.0,13.0,5.0,4.0,6.0,5.0,2.0,2.0,0.0,1.0
EPL_2013,26/12/13,22,20,2.0,1.0,0.0,20.0,12.0,6.0,5.0,7.0,6.0,1.0,3.0,0.0,0.0
EPL_2013,26/12/13,25,33,5.0,1.0,0.0,27.0,11.0,8.0,3.0,8.0,2.0,1.0,1.0,0.0,2.0
EPL_2013,26/12/13,26,14,1.0,2.0,2.0,12.0,15.0,3.0,7.0,5.0,4.0,3.0,0.0,0.0,0.0
EPL_2013,26/12/13,36,38,1.0,1.0,1.0,20.0,7.0,3.0,4.0,12.0,2.0,3.0,2.0,0.0,0.0
EPL_2013,26/12/13,39,0,1.0,3.0,2.0,12.0,29.0,5.0,8.0,0.0,10.0,1.0,1.0,0.0,0.0
EPL_2013,28/12/13,1,35,1.0,1.0,1.0,7.0,17.0,3.0,3.0,2.0,8.0,3.0,2.0,0.0,0.0
EPL_2013,28/12/13,10,34,2.0,2.0,1.0,16.0,21.0,7.0,9.0,6.0,6.0,3.0,2.0,0.0,0.0
EPL_2013,28/12/13,16,14,6.0,0.0,0.0,21.0,5.0,13.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0
EPL_2013,28/12/13,22,12,1.0,0.0,0.0,23.0,9.0,4.0,4.0,12.0,5.0,1.0,1.0,0.0,0.0
EPL_2013,28/12/13,26,23,0.0,1.0,2.0,15.0,7.0,4.0,3.0,8.0,3.0,4.0,3.0,0.0,0.0
EPL_2013,28/12/13,39,38,3.0,3.0,1.0,16.0,22.0,6.0,7.0,6.0,5.0,3.0,2.0,0.0,0.0
EPL_2013,29/12/13,11,20,2.0,1.0,0.0,11.0,8.0,5.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0
EPL_2013,29/12/13,13,32,2.0,1.0,0.0,9.0,12.0,4.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0
EPL_2013,29/12/13,25,0,0.0,1.0,2.0,11.0,11.0,3.0,5.0,4.0,1.0,0.0,3.0,0.0,0.0
EPL_2013,29/12/13,36,33,3.0,0.0,0.0,20.0,2.0,7.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0
EPL_2013,01/01/14,0,10,2.0,0.0,0.0,28.0,8.0,6.0,2.0,12.0,2.0,1.0,2.0,0.0,0.0
EPL_2013,01/01/14,12,26,1.0,1.0,1.0,13.0,8.0,4.0,5.0,9.0,4.0,2.0,1.0,0.0,1.0
EPL_2013,01/01/14,14,39,2.0,1.0,0.0,30.0,11.0,11.0,3.0,12.0,4.0,2.0,1.0,0.0,1.0
EPL_2013,01/01/14,20,16,2.0,0.0,0.0,17.0,10.0,6.0,0.0,3.0,4.0,1.0,2.0,0.0,0.0
EPL_2013,01/01/14,23,36,1.0,2.0,2.0,16.0,9.0,6.0,4.0,13.0,2.0,2.0,1.0,0.0,0.0
EPL_2013,01/01/14,32,11,0.0,3.0,2.0,12.0,11.0,2.0,5.0,6.0,8.0,4.0,1.0,0.0,0.0
EPL_2013,01/01/14,33,13,1.0,1.0,1.0,10.0,16.0,4.0,4.0,2.0,5.0,4.0,1.0,0.0,0.0
EPL_2013,01/01/14,34,1,0.0,1.0,2.0,17.0,13.0,1.0,5.0,10.0,2.0,4.0,3.0,0.0,0.0
EPL_2013,01/01/14,35,22,2.0,3.0,2.0,15.0,14.0,4.0,4.0,8.0,6.0,2.0,5.0,0.0,0.0
EPL_2013,01/01/14,38,25,1.0,0.0,0.0,13.0,9.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0
EPL_2013,11/01/14,10,39,0.0,2.0,2.0,19.0,10.0,7.0,3.0,8.0,7.0,1.0,3.0,0.0,1.0
EPL_2013,11/01/14,13,26,2.0,0.0,0.0,23.0,12.0,5.0,3.0,10.0,5.0,1.0,2.0,0.0,0.0
EPL_2013,11/01/14,14,34,1.0,4.0,2.0,17.0,10.0,5.0,6.0,10.0,6.0,3.0,3.0,0.0,0.0
EPL_2013,11/01/14,16,11,0.0,2.0,2.0,10.0,14.0,2.0,5.0,1.0,7.0,2.0,1.0,0.0,0.0
